"","phylum","class","order","family","genus","species","nutrition","morphology"
"OTUc_7977","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7978","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Allantion","Allantion_sp.","bacterivore","naked_flagellate"
"OTUc_798","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7980","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7981","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7982","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7983","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7984","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7985","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_7986","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7987","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7988","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7989","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_799","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_compressa","omnivore","testate_cell_silica"
"OTUc_7990","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7991","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_edax","omnivore","naked_amoeboflagellate"
"OTUc_7992","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7993","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_globosa","bacterivore","naked_flagellate"
"OTUc_7994","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7996","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7997","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7998","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7999","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_80","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_800","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_8000","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8001","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8002","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_8003","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8004","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8005","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8006","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8007","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8008","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8009","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_801","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8010","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8011","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8013","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8014","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8015","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_rotunda","omnivore","testate_cell_silica"
"OTUc_8016","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_8017","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8018","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8019","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_802","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8020","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8021","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_8022","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas","Thaumatomonas_coloniensis","bacterivore","testate_cell_silica"
"OTUc_8023","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8024","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_8025","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8026","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8027","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8028","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8029","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_803","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8030","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8031","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8032","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8033","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_8034","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8035","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_8036","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8037","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8038","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_8039","Cercozoa","Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","unclassified","bacterivore","naked_flagellate"
"OTUc_804","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8040","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8041","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8042","Cercozoa","Sarcomonadea","Glissomonadida","Proleptomonadidae","Proleptomonas","unclassified","bacterivore","naked_flagellate"
"OTUc_8043","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_8045","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8046","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8047","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8049","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_805","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8050","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8051","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8052","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_paralaciniaegerens","bacterivore","naked_amoeboflagellate"
"OTUc_8053","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_8054","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_8056","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8057","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_8058","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8059","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_806","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8060","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8061","Cercozoa","Sarcomonadea","Glissomonadida","Proleptomonadidae","Proleptomonas","unclassified","bacterivore","naked_flagellate"
"OTUc_8062","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8063","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8064","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8065","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8066","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8067","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_8068","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8069","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_807","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8070","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_8071","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8072","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","unclassified","bacterivore","naked_flagellate"
"OTUc_8073","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8074","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8075","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8076","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_8077","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8078","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8079","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_808","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8080","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8081","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_8082","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_8083","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_8084","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_8085","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8086","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8087","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8088","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8089","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_809","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8090","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","Polymyxa","unclassified","plant_parasite","endoparasite"
"OTUc_8091","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_8092","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_8094","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_8095","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Allapsa","Allapsa_sp.","bacterivore","naked_flagellate"
"OTUc_8096","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
